is_list,major_name,major_description,studycheck_link,university_link,category,subcategory,major_category,university,location,degree_type,degree_label,language,duration_of_study,rating_amount,rating,recommendation_rate
True,"Politics, Administration & International Relations","
 Das Zeppelin-Jahr Semester 1+2 Interdisziplinäres Modul | Zeppelin Projekt Interdisziplinäres Modul | Wissenschaftliche Grundlagen Methoden Programmodul PAIR Interdisziplinäre Perspektiven (3 aus 7) Die Major-Phase Semester 3-7 Pflichtmodule Semester 3-4 Politische Institutionen Politische Soziologie Internationale Beziehungen Public Management Wahlpflichtmodule Semester 3-7 Track: Managing Global Challenges & International Relations Internationale Politische Ökonomie Global Public Policy Herausforderungen der internationalen Politik Völkerrecht Europarecht Management of International Organizations Public Services in Developing Countries Track: Political Behavior & Decision Making Entscheidungs- & Spieltheorie Ökonomische Theorien der Politik Politische Meinungsbildung & Politische Beteiligung Wahlen und Wahlverhalten Psychologie der Entscheidungen Empiriepraktikum Track: Public Management & Policy, Regulation & E-Government Managementtheorien Human Resource Management & Führung Politikfeldanalyse Verwaltungsrecht Recht der Marktsteuerung Politische & Ökonomische Aspekte der Regulierung Wirtschaftsinformatik Verwaltungsinformatik Wahlpflichtmodule außerhalb der Tracks Demokratie- & Staatstheorien Strategien politischer Kommunikation Politische Kommunikation & Öffentlichkeit Ausgewählte Themen 1+2 Advanced Methods Humboldt-Jahr Semester 6-7 2 Wahlpflichtmodule, davon muss 1 gewählt werden Forschungsprojekt & Methoden Fachliche Vertiefung Bachelor-Phase Semester 8 Bachelor Thesis Zwei Praktika (1 Inland, 1 Ausland; Zeitpunkt frei wählbar) ZU|Plus Semester 1-8 Workshop Kreative Performanz Workshop Mehrwertiges Unternehmertum 
",https://www.studycheck.de/studium/politikwissenschaft/zeppelin-uni-13500,https://www.zu.de/studium-weiterbildung/pair/index.php?navid=538739538739&utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Studiengang&utm_term=Politics%2C+Administration+%26+International+Relations-B.A.-13500,Gesellschaftswissenschaften,Politikwissenschaft & Politologie,Politikwissenschaft,Zeppelin Universität,Friedrichshafen,B.A.,Bachelor of Arts,"Deutsch, Englisch",8 Semester,11,4.4,1.0
True,"Politics, Administration & International Relations","
 Pflichtmodule Semester 1-2 | im Umfang von 48 ECTS Foundation Modul (2 Veranstaltungen sind unter Berücksichtigungder Vorkenntnisse zu wählen) Wahlbereich Wirtschaftswissenschaften Foundations of empirical economics Economic Theory Wahlbereich Kommunikations- und Kulturwissenschaften Kommunikationstheorie Kulturtheorie Wahlbereich Staats- und Gesellschaftswissenschaften Politics & Society Public Administration Wahlbereich Interdisziplinäre Theorien Grundzüge des Bürgerlichen Rechts Einführung in das Öffentliche Recht Organisationstheorien Weitere Pflichtmodule Forschungsdesign & Methoden Wissenschaftstheorie & Forschungsdesign Einführung in die empirische Sozialforschung 2 Workshops „Advanced Methods“ Advanced Studies in Politics, Administration & International Relations Contemporary Political Theory Comparative Politics & Institutions Comparative Public Administration & Management International Relations & European Integration Wahlpflichtmodule Semester 2-4 | Wahlpflichtmodule im Umfang von 48 ECTS (8 Wahlpflichtmodule, mind. 6 aus den Tracks) Track: International Relations & Global Politics Europarecht International Political Economy European & Global Governance Völkerrecht Development Politics & Policy Challenges in International Politics Research Seminar in International Relations & Global Politics Track: Political Behavior & Institutions Spiel- & Verhandlungstheorien Political Engineering: The Design of Institutions Psychologie der Kommunikation Political Behavior Demokratie & Wahlen Politische Kommunikation Research Seminar in Political Behavior & Institutions Track: Public Management, Policy & E-Government Comparative Public Policy Analysis Human Resource Management & Leadership in the Public Sector Governance and Controlling of Public Organizations Electronic Government Verwaltungsinformatik Verwaltungsrecht Research Seminar in Public Management, Policy & EGovernment Wahlmodule ohne Track Max. 2 Module oder das Forschungsprojekt Forschungsprojekt Forschungskolloquium Advanced Methods Forschungsprojekt Praktikum (mind. 6 Wochen) Advanced Methods Advanced Methods I Advanced Methods II Master Phase Semester 4 Masterkolloquium Master Thesis ZU|plus optional Workshop „Mehrwertiges Unternehmertum“ Workshop „Kreative Performanz“ TandemCoaching 
",https://www.studycheck.de/studium/politikwissenschaft/zeppelin-uni-16666,https://www.zu.de/studium-weiterbildung/ma-pair/index.php?navid=359469359469&utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Studiengang&utm_term=Politics%2C+Administration+%26+International+Relations-M.A.-16666,Gesellschaftswissenschaften,Politikwissenschaft & Politologie,Politikwissenschaft,Zeppelin Universität,Friedrichshafen,M.A.,Master of Arts,"Deutsch, Englisch",2 - 4 Semester,0,NA,NA
True,Politikwissenschaft (deutsch-französisch),"
 Einführung in die Politikwissenschaft Einführung in die Politische Systemlehre und Vergleichende Politikwissenschaft Einführung in die Politische Theorie und Philosophie Einführung in die Internationale Politik Das politische System der BRD Politik in Deutschland und Frankreich Deutsch-französische Beziehungen Akteure und Systeme der internationalen Politik Zeitgenössische politische Theorie Politische Systeme im internationalen Vergleich Individuelle Profilwahl (z.B. BWL, Kommunikation, Soziologie etc.) Interkulturelle Orientierung: Wissenschaftliches Schreiben im deutsch-französischen Kontext, Lectures franco-allemandes etc. Weitere Fremdsprachen, z.B. Englisch oder Spanisch 
",https://www.studycheck.de/studium/politikwissenschaft/ku-eichstaett-13074,https://www.ku.de/studienangebot/dfs-ba,Gesellschaftswissenschaften,Politikwissenschaft & Politologie,Politikwissenschaft,KU Eichstätt-Ingolstadt,2 Standorte,B.A.,"Bachelor of Arts
                                        Abschluss wird vergeben durch
                    : KU Eichstätt-Ingolstadt","Deutsch, Französisch",6 Semester,13,4.5,1.0
True,Primarpädagogik,"
 Der Bachelor-Studiengang an der Uni Erfurt umfasst eine Haupt- und Nebenstudienrichtung (Zwei-Fach-Bachelor) sowie das Studium Fundamentale. 1.–2. Semester psychologische Grundlagen des Lernens, Lehrens und der kindlichen Entwicklung Grundlagen der deutschen Literaturwissenschaft  Grundlagen der deutschen Sprachwissenschaft Arithmetik und Algebra Wahrscheinlichkeitsrechnung und Statistik Wahlpflichtmodule Mathematik/Deutsch ggf. Schulgarten oder Nachhaltigkeitsbildung 3.–6. Semester Grundschulpädagogik und Kindheitsforschung  Bildungswissenschaftliche Grundlagen Einführung in die Fachdidaktik Deutsch für die Grundschule  Deutsch als Zweitsprache Geometrie  Didaktik der Arithmetik  Wahlpflichtmodulen  Wahlmodule Vertiefung Nachhaltigkeitsbildung Nachhaltigkeitsbildung und globales Lernen oder Fachwissenschaft Schulgarten Wahlpflichtmodule Mathematik/Deutsch 
",https://www.studycheck.de/studium/primare-und-elementare-bildung/uni-erfurt-13124,https://www.uni-erfurt.de/studium/studienangebot/bachelor/primarpaedagogik,Gesellschaftswissenschaften,Erziehung & Pädagogik,Primare und elementare Bildung,Uni Erfurt,Erfurt,B.A.,Bachelor of Arts,Deutsch,6 Semester,115,3.8,0.97
False,Public Administration,"
 In vergleichender Perspektive erlangen die Studierenden solides Fachwissen über Aufgaben, Strukturen und Prozesse der öffentlichen Verwaltung und des öffentlichen Sektors. Aktuelle Themen wie Modernisierung, Digitalisierung, Internationalisierung und demografischer Wandel werden in das Studium eingebunden. Der Schwerpunkt des Masterstudiengangs liegt auf den empirischen Sozialwissenschaften und wird ergänzt durch rechts- und wirtschaftswissenschaftliche Themen. Damit folgt der Master der amerikanischen Public Administration-Tradition. Die Perspektiven auf die öffentliche Verwaltung als Organisation und als Teil des politischen Systems werden besonders hervorgehoben. Der Masterstudiengang vereint in optimaler Weise die Bereiche Forschung und Praxis. Aktuelle Fragen, die sich in der öffentlichen Verwaltung stellen, werden wissenschaftlich beleuchtet und untersucht. Ein Praktikum, das Sie während des Studienverlaufs absolvieren, vermittelt Ihnen nützliche Erfahrungen in der Berufswelt und rundet das Studienprofil ab. Ebenso haben Sie gute Möglichkeiten, ein Auslandsstudium zu durchlaufen, z. B. an einer der Partnerinstitutionen der Universität Speyer oder im Rahmen des Erasmus-Programms der Europäischen Union. Die Modularisierung des Studiums vereinfacht dabei die Anerkennung von Studienleistungen im Ausland. 
",https://www.studycheck.de/studium/oeffentliche-verwaltung/uni-speyer-21919,https://www.uni-speyer.de/studium/masterstudium/public-administration-ma/profil,Gesellschaftswissenschaften,Politikwissenschaft & Politologie,Public Administration,Deutsche Universität für Verwaltungswissenschaften Speyer,Speyer,M.A.,Master of Arts,Deutsch,4 Semester,8,3.3,0.88
True,Public Management,"
 Berufsbegleitende Variante:  1.  Semester:  Forschungs- und Methodenkompetenzen Haushaltswirtschaft Kostenmanagement Kommunikation 2. Semester:  Arbeits-, Tarif- und Beamtenrecht Prozessmanagement und Digitalisierung Organisationsentwicklung und kundenorientiertes Verwaltungshandeln Beschaffungs- und Ressourcenmanagement 3. Semester:    Personalführung- und management Strategien und Normen: Steuerung im öffentlichen Sektor Wirkungsorientiertes Verwaltungshandeln Team- und Praxisprojekt Teil 1 4. Semester:  Team- und Praxisprojekt Teil 2 Master-Arbeit Masterkolloquium   
",https://www.studycheck.de/studium/public-management/hs-harz-9651,https://www.hs-harz.de/public-management-ma,Gesellschaftswissenschaften,Politikwissenschaft & Politologie,Public Management,Hochschule Harz,Halberstadt,M.A.,Master of Arts,Deutsch,3 - 4 Semester,3,4.2,1.0
True,Public Management,"
 1. Semester Externes Rechnungswesen Einführung in die BWL Arbeitsmethodik Staat, Wirtschaft und Gesellschaft Angewandte Mikroökonomik Wirtschaftsmathematik 2. Semester Internes Rechnungswesen Einführung in das Recht Kommunales Steuer- und Gesellschaftsrecht Diversität und interkulturelle Kommunikation Wirtschaftsinformatik Wirtschaftsstatistik 3. Semester Wirtschaftsrecht Organisation und Management Controlling Strategie und Steuerung öffentlicher Wertschöpfung E-Government Projektmanagement 4. Semester Wahlpflichtmodul Angewandte Makroökonomik Investition und Finanzierung Organisation und Management öffentlicher Wertschöpfung Seminarmodul Projektmodul 5. Semester Wahlpflichtmodul Personalmanagement Verwaltungsmarketing Personalführung im öffentlichen Sektor Wahlpflichtmodul 6. Semester Praxismodul Bachelor-Thesis-Modul 
",https://www.studycheck.de/studium/public-management/hs-darmstadt-21962,https://h-da.de/studium/studienangebot/studiengaenge/wirtschaft-und-gesellschaft/public-management-bsc/,Gesellschaftswissenschaften,Politikwissenschaft & Politologie,Public Management,Hochschule Darmstadt,2 Standorte,B.Sc.,Bachelor of Science,Deutsch,3 - 4 Semester,2,4.4,1.0
True,Public Management,"
 Public und Nonprotift Management Öffentliche Finanzwirtschaft Verwaltungsverfahrensrecht Personalwesen im öffentlichen Sektor E-Government Seminar: New Public Management   
",https://www.studycheck.de/studium/public-management/iu-dual-25675,https://iu.prf.hn/click/camref:1011l4cSu/creativeref:1101l62116,Gesellschaftswissenschaften,Politikwissenschaft & Politologie,Public Management,IU Duales Studium,Erfurt & Virtueller Campus,B.A.,Bachelor of Arts,Deutsch,14 Quartale,2,4.0,1.0
True,Public Management,"
 1. Semester Öffentliches Recht I Kollaboratives Arbeiten Public und Nonprofit Management Grundlagen des bürgerlichen Rechts I Öffentliche Finanzwirtschaft Politik- und Verwaltungswissenschaften 2. Semester Betriebswirtschaftslehre Besonderes Schuldrecht I Kostenrechnung und Haushalt Einführung in das wissenschaftliche Arbeiten Ökonomie und Markt Projektmanagement 3. Semester Wirtschaftspolitik Grundlagen des bürgerlichen Rechts II Öffentliches Recht II Einführung in Datenschutz und IT-Sicherheit Personalwesen im öffentlichen Sektor Beschaffung und Vergabe 4. Semester Controlling Besonderes Schuldrecht II Beratung im öffentlichen Sektor Interkulturelle und ethische Handlungskompetenzen E-Government Zuwendungen im öffentlichen Sektor 5. Semester Verwaltungsverfahrensrecht Nachhaltigkeits- und Qualitätsmanagement Kommunalrecht Seminar: New Public Management WAHLPFLICHTMODUL A 6. Semester WAHLPFLICHTMODUL B WAHLPFLICHTMODUL C Bachelorarbeit und Kolloquium 
",https://www.studycheck.de/studium/public-management/iu-kombi-27191,https://iu.prf.hn/click/camref:1100l4d7k/creativeref:1100l74924,Gesellschaftswissenschaften,Politikwissenschaft & Politologie,Public Management,IU Kombistudium,2 Standorte & Virtueller Campus,B.A.,Bachelor of Arts,Deutsch,6 - 12 Semester,NA,NA,NA
True,Stadt- und Regionalmanagement (SRM),"
 Einführung in die BWL Grundlagen der Volkswirtschaftslehre und des Rechts Methodenkompetenz  Sozialkompetenz  Geographische Grundlagen  Wirtschaftsenglisch Statistische Grundlagen  Marketingspezifische Grundlagen (Marktforschung, Marketing)  Wirtschaft und Gesellschaft (Wirtschaftspolitik, Einführung Politikwissenschaften)  Buchführung und Bilanzierung  Kosten- und Leistungsrechnung Management von Projekten und Veranstaltungen Kommunale Verwaltungssteuerung (Kommunales Management, Grundlagen des Verwaltungsrechts)  Stadt und Gesellschaft (Stadt- und Regionalmarketing und -soziologie)  Finanzierung und Investition  Controlling und Kommunalfinanzen Regionalwirtschaftskompetenz (Wirtschaftsförderung, Immobilienmanagement)  Praxisschwerpunkte (Stadtmarketing, Regional-, Kultur- oder Eventmanagement)  Interdisziplinäre Handlungsfelder (Tourismus, Sport und Kommune, Verkehr und Umwelt, Strategische Kommunikation in Non-Profit-Organisationen) Finanzierungspraxis (Sponsoring, Fundraising) Case Studies Praxisphase sowie Bachelorarbeit mit Kolloquium 
",https://www.studycheck.de/studium/public-management/hs-ostfalia-15110,https://www.ostfalia.de/cms/de/iftr/srm/,Gesellschaftswissenschaften,Politikwissenschaft & Politologie,Public Management,Ostfalia Hochschule,Salzgitter,B.A.,Bachelor of Arts,Deutsch,6 Semester,34,4.0,0.97
True,Public Policy (Politikwissenschaft),"
 Der Master of Public Policy besteht aus einem Kern-Curriculum, einem politischen Praktikum und einer umfangreichen Projekt-Arbeit im Bereich Politikfeldanalyse (Praxismodule), Wahlfächern in fünf möglichen Vertiefungsrichtungen (Spezialisierungsmodule) sowie aus einem Modul für Soft-Skill-Trainings und Sprachkurse. Die Pflicht-Module bilden das Kern-Curriculum, während die Spezialisierungsmodule, die Praxismodule und die Grundlagen- und Sprachmodule je nach persönlichem Interesse und berufsbedingten Anforderungen der Studierenden ausgewählt werden können. Während der ersten drei Semester absolvieren die Studenten sowohl das Kern-Curriculum als auch die Spezialisierungsmodule. Jeder Studierende kann dafür entweder zwei der vier Spezialisierungsmodule   European Public Policy International Affairs Public and Nonprofit Management International Political Economy wählen oder die ""Area of Concentration"" Conflict Studies and Management 
",https://www.studycheck.de/studium/public-policy/uni-erfurt-11397,https://www.uni-erfurt.de/studium/studienangebot/master/public-policy,Gesellschaftswissenschaften,Politikwissenschaft & Politologie,Public Policy,Uni Erfurt,Erfurt,Master,Master,Englisch,4 Semester,2,3.6,0.5
True,Sexualwissenschaft,"
 Die zwölf Module des Masterstudiengangs  Sexualwissenschaft  sind in drei Kompetenzfelder gegliedert: Fachspezifische Handlungskompetenz   Sexualwissenschaft, Kultur und Diversität, Sozial- und gesellschaftspolitische Aspekte von Sexualität, Psychologische Aspekte von Sexualität, Sexualmedizinische Aspekte von Sexualität, Rechtliche und ethische Aspekte von Sexualität Berufliche Anwendungskompetenz  Sexualpädagogik und sexuelle Bildung, Sexualberatung und Interventionspraxis, Persönliche Reflexion und Supervision, Praxisbezogenes Projekt Wissenschaftlich-methodische Kompetenz Sexualwissenschatliches Forschungsprojekt, Masterarbeit mit Kolloquium 
",https://www.studycheck.de/studium/sexualwissenschaft/msh-hamburg-24552,https://www.arts-and-social-change.de/master/sexualwissenschaft/,Gesellschaftswissenschaften,Sozialwissenschaften,Sexualwissenschaft,MSH Medical School Hamburg,Hamburg,M.A.,Master of Arts,Deutsch,4 Semester,0,NA,NA
True,Sexualwissenschaft,"
 Fachspezifische Handlungskompetenz Sexualwissenschaft Kultur und Diversität Sozial- und gesellschaftspolitische Aspekte von Sexualität Psychologische Aspekte von Sexualität Sexualmedizinische Aspekte von Sexualität Rechtliche und ethische Aspekte von Sexualität Berufliche Anwendungskompetenz Sexualpädagogik und sexuelle Bildung Sexualberatung und Interventionspraxis Persönliche Reflexion und Supervision Praxisbezogenes Projekt Wissenschaftlich-methodische Kompetenz Sexualwissenschatliches Forschungsprojekt Masterarbeit mit Kolloquium 
",https://www.studycheck.de/studium/sexualwissenschaft/msb-24695,https://www.medicalschool-berlin.de/studiengaenge/fakultaet-gesundheitswissenschaften-fachhochschule/masterstudiengaenge/sexualwissenschaft/,Gesellschaftswissenschaften,Sozialwissenschaften,Sexualwissenschaft,MSB Medical School Berlin,Berlin,M.A.,Master of Arts,Deutsch,4 Semester,0,NA,NA
True,"Sociology, Politics & Economics","
 Das Zeppelin-Jahr Semester 1+2 Intersdisziplinäres Modul | Zeppelin Projekt Interdisziplinäres Modul | Wissenschaftliche Grundlagen Methoden Programmodul SPE Interdisziplinäre Perspektiven (3 aus 7) Die Major-Phase  Semester 3-7 Pflichtmodule Semester 3-4 Methoden Soziologie (2 aus 3) Politik (2 aus 3) Ökonomie (2 aus 3) Wahlpflichtmodule Semester 3-7 Demokratie & Staatstheorien Politische Ökonomie Urbanisierung in der Weltgesellschaft Globale Kultur & Kommunikation Nachhaltigkeit – Konzepte, Praktiken, Politiken Behavioral Business Ethics Corporate Responsibility & Compliance Theorie der Firma Sicherheit & Risiko Entscheidungs- & Spieltheorie Psychologie der Entscheidungen Arbeit & Gesellschaft Sozialer Wandel & Soziale Bewegungen Recht der Marktsteuerung Politische & ökonomische Aspekte der Regulierung Politische Kommunikation & Öffentlichkeit Strategien politischer Kommunikation Europäische Integration Europarecht Geld & Kapital Märkte & Gesellschaft Advanced Methods 1+2 Ausgewählte Themen 1+2 Student Studies Humboldt-Jahr Semester 6-7 Forschungsprojekt Fachliche Vertiefung Die Bachelor-Phase Semester 8 Bachelorthesis Zwei Praktika (Inland und Ausland; Zeitpunkt frei wählbar) ZU|Plus Semester 1-8 Workshop Kreative Performanz Workshop Mehrwertiges Unternehmertum 
",https://www.studycheck.de/studium/sociology-politics-economics/zeppelin-uni-1696,https://www.zu.de/studium-weiterbildung/spe/index.php?navid=362875362875&utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Studiengang&utm_term=Sociology%2C+Politics+%26+Economics-B.A.-1696,Gesellschaftswissenschaften,Politikwissenschaft & Politologie,"Sociology, Politics & Economics",Zeppelin Universität,Friedrichshafen,B.A.,Bachelor of Arts,"Deutsch, Englisch",8 Semester,11,4.1,0.91
True,Sonder- und Integrationspädagogik,"
 Das Studium gliedert sich in eine Studienphase von drei Semestern und ein viertes Semester, in dem die Master-Arbeit angefertigt wird Pflichtmodule zu den sonderpädagogischen Grundlagen: sonderpädagogisches Praktikum, inkl. Begleitseminar Forschungsmethoden in der Sonder- und Integrationspädagogik Professionalisierung, kommunikative und Beratungskompetenz sonderpädagogische Psychologie Sozialpädagogik Pflichtmodul zu den außerschulischen Themenfeldern:   außerschulische Themenfelder Zwei Wahlpflichtmodule zu den sonderpädagogischen Fachrichtungen: Pädagogik für Menschen mit geistiger Behinderung Pädagogik für Menschen mit Lernbeeinträchtigungen Pädagogik für Menschen mit Störungen im emotionalen und sozialen Verhalten Pädagogik für Menschen mit Störungen in der Sprache und der Kommunikation 
",https://www.studycheck.de/studium/sonder-und-integrationspaedagogik/uni-erfurt-7980,https://www.uni-erfurt.de/studium/studienangebot/master/sonder-und-integrationspaedagogik,Gesellschaftswissenschaften,Erziehung & Pädagogik,Sonder- und Integrationspädagogik,Uni Erfurt,Erfurt,M.A.,Master of Arts,Deutsch,4 Semester,2,3.0,1.0
False,Beratung und Intervention,"
 Im Masterstudiengang ""Beratung und Intervention"" werden  zwei Vertiefungsgebiete  über Wahlpflichtmodule angeboten. Diese Wahlpflichtmodule umfassen circa ein Drittel des Studienangebotes. Das Vertiefungsgebiet  „Psychosoziale Beratung und Intervention “ qualifiziert für beratende Tätigkeiten und Interventionen bei psychosozialen Problemlagen bspw. in Feldern der „Integrierten Familienberatung“, Suchtberatung, Rehabilitationseinrichtungen, Psychiatrie sowie in familien- und vormundschaftlichen Kontexten. Dies umfasst die eigenverantwortliche Planung, Begleitung und Evaluation komplexer sozialpädagogischer Hilfeprozesse mit Einzelpersonen, Gruppen und im Sozialraum auf der Grundlage einer wissenschaftlich fundierten Problem- und Verfahrensanalyse. Das Vertiefungsgebiet „ Beratung in kindheitspädagogischen Handlungsfeldern “ qualifiziert für beratende Tätigkeiten in und von Organisationen der Bildung und Erziehung von Kindern sowie Institutionen der Jugendhilfe. Dies umfasst die eigenverantwortliche Planung, Begleitung und Evaluation komplexer pädagogischer Prozesse sowie Prozesse der Organisationsentwicklung auf der Grundlage einer wissenschaftlich fundierten Problem- und Verfahrensanalyse. 
",https://www.studycheck.de/studium/soziale-arbeit/fh-erfurt-18627,https://www.fh-erfurt.de/fhe/studieninteressierte/master-studium/beratung-und-intervention/,Gesellschaftswissenschaften,Sozialarbeit & Sozialwesen,Soziale Arbeit,Fachhochschule Erfurt,Erfurt,M.A.,Master of Arts,Deutsch,4 Semester,3,3.4,1.0
False,Bewegungspädagogik und Tanz in Sozialer Arbeit,"
 In den praktischen Seminaren werden verschiedene Tanz- und Bewegungsstile vermittelt. Den Schwerpunkt bilden der Zeitgenössische Tanz, Bewegungsstile des New Style, Akrobatik und Parcour. Ebenso erlangen die Studierenden methodisches Wissen in elementarer Bewegungspädagogik, Spielpädagogik und Psychomotorik. Die praktische Ausbildung wird abgerundet durch das Erlangen von Fertigkeiten in Bewegungs- und Tanzimprovisation und choreografischer Gestaltung. Innerhalb verschiedener Aufführungsformate sammeln die Studierenden wertvolle praktische und ästhetische Erfahrungen. Studierende erwerben theoretisches Wissen in Anatomie, Bewegungslehre, Bewegungs- und Tanzpädagogik, in Gestaltungsgrundlagen und Bewegungsphilosophie, um auf dieser Grundlage eine professionelle Identität als Bewegungspädagog*in aufbauen zu können und Adressat*innen gerecht in der Berufspraxis handeln zu lernen. Die theoretische Ausbildung wird ergänzt durch Seminare im Bereich der Musikpädagogik, Gesundheitsbildung und Erlebnispädagogik. 
",https://www.studycheck.de/studium/bewegungspaedagogik/fh-hoffbauer-19677,https://www.fhchp.de/studienangebot/bewegung/,Gesellschaftswissenschaften,Sozialarbeit & Sozialwesen,Soziale Arbeit,Fachhochschule Clara Hoffbauer Potsdam,Potsdam,B.A.,Bachelor of Arts,Deutsch,9 Trimester,10,3.4,0.8
True,Gesundheits- und Sozialwesen / Health and Social Services,"
 Inhalte im 1. Studienabschnitt (1. und 2. Fachsemester) Grundlagen sozialer und gesundheitlicher Dienstleistungen, z. B. Institutionen und Organisationsformen, Sozialpolitische Grundlagen, Sozialarbeitswissenschaft und Berufsethik Angewandte Human-, Gesundheits- und Sozialwissenschaften, z. B. Psychologie, Pädagogik, Soziologie und Sozialmedizin Wissenschaftliche Methoden und Informatik Rechtswissenschaft Management Englisch weitere Fremdsprachen möglich Inhalte im 2. Studienabschnitt (3. und 6. Fachsemester) Handlungsfelder sozialer und gesundheitlicher Dienstleistungen Handlungskonzepte und Methoden Wissenschaftliche Methoden und Informatik Rechtswissenschaft Interdisziplinäre Projekte Englisch (fachbezogen) weitere Fremdsprachen möglich International Studies Wahlpflichtbereiche: Management II / Kultur und Ästhetik 
",https://www.studycheck.de/studium/soziale-arbeit/fh-nordhausen-2385,https://www.hs-nordhausen.de/studium/wiso/gesundheits-und-sozialwesen/,Gesellschaftswissenschaften,Sozialarbeit & Sozialwesen,Soziale Arbeit,Hochschule Nordhausen,Nordhausen,B.A.,Bachelor of Arts,"Deutsch, Englisch",7 Semester,43,3.9,0.98
True,Inclusive Design,"
 Studienschwerpunkt ""Inklusive Architektur"": Konzepte für das Wohnen im Alter entwickeln Entwurf, Architektur und Ausbau barrierefrei inklusiver Wohnbauten. Wohnfolgeeinrichtungen, Bauten für Arbeit, Bildung, Gesundheit, Kultur und Freizeit Kommunikationsrelevante Elemente der Raumsprache Kulturelle Komponenten des Raums  Interdisziplinäre Projektmodule Studienschwerpunkt ""Intelligente Systeme"": Maschinelles Lernen Adaptive Wissensgewinnung Interaktion von Mensch und Maschine Robotik Bild- und Sprachverarbeitung Interdisziplinäre Projektmodule Schwerpunkt ""Digital Health und Case Management"": Konzepte und Verfahren des Case Managements einschließlich der Fall- und Systemsteuerung, Netzwerkarbeit sowie Qualitätssicherung Rechtliche und ethische Fragestellungen Digitalisierung und ihre Bedeutung für die Gestaltung der Versorgungsstrukturen Methoden der Kommunikation, Beziehungsarbeit, Beratung und Moderation Neue Quartiers- und Wohnkonzepte, Wohnraumanpassung, Hilfsmittelversorgung und innovative Technologien Qualitative und quantitative Forschungsmethoden Interdisziplinäre Projektmodule    Die Absolventinnen und Absolventen mit einem ersten berufsbefähigenden Hochschulabschluss im Bereich Architektur erfüllen die Voraussetzungen für die Eintragungsfähigkeit in das bei der AKH geführte Berufsverzeichnis der Architektinnen und Architekten.  
",https://www.studycheck.de/studium/architektur/frankfurtuas-11806,https://www.frankfurt-university.de/de/studium/master-studiengange/inclusive-design-id-msc/,Gesellschaftswissenschaften,Sozialarbeit & Sozialwesen,Soziale Arbeit,Frankfurt UAS,Frankfurt am Main,M.Sc.,Master of Science,Deutsch,4 Semester,3,3.6,0.67
True,Internationale Soziale Arbeit,"
 Im Masterstudiengang werden Zugänge zu Politik und sozialen Problemen im internationalen Vergleich vermittelt Organisationen und Sozialpolitik im Vergleich diskutiert die Rahmenbedingungen und Handlungsansätze Internationaler Sozialer Arbeit analysiert in die Menschenrechtsarbeit, Bildungsarbeit und die Förderung zivilgesellschaftlichen Engagements auf internationaler Ebene eingeführt und praxisorientierte Schlaglichter gesetzt fachspezifische Englischkenntnisse vertieft aus Praxiszusammenhängen heraus ein eigenes Forschungsprojekt eigenständig entwickelt die Strukturen europäischer und internationaler Förderpolitik vermittelt die Grundlagen sozialarbeiterischer Projektorganisation adressiert, einschließlich inhaltlicher, personeller und finanzieller Projektentwicklung bis zur Antragsreife und Durchführung. 
",https://www.studycheck.de/studium/soziale-arbeit/fh-erfurt-18628,https://www.fh-erfurt.de/fhe/?id=3347&utm_source=StudyCheck&utm_campaign=StudyCheck&utm_medium=Premiumprofil-Studiengang&utm_term=Internationale+Soziale+Arbeit-M.A.-18628,Gesellschaftswissenschaften,Sozialarbeit & Sozialwesen,Soziale Arbeit,Fachhochschule Erfurt,Erfurt,M.A.,Master of Arts,Deutsch,4 Semester,6,3.7,0.83
